timestamp,consumption,generation,sensor_0_wh,sensor_1_wh,sensor_2_wh,sensor_3_wh,sensor_4_wh
2025-02-19 07:00:00,48.32,17.73,11.32,0.38,2.23,23.8,0.5
2025-02-19 08:00:00,52.69,23.16,11.66,0.33,2.22,23.02,0.34
2025-02-19 09:00:00,42.77,17.86,11.24,0.42,2.24,26.39,0.41
2025-02-19 10:00:00,43.99,18.35,11.03,0.44,1.94,27.02,0.43
2025-02-19 11:00:00,45.27,24.55,11.83,0.37,2.3,27.19,0.41
2025-02-19 12:00:00,43.03,24.86,11.53,0.43,2.02,25.79,0.44
2025-02-19 13:00:00,49.35,25.64,10.49,0.4,2.32,23.56,0.38
2025-02-19 14:00:00,52.65,22.24,10.6,0.42,2.14,23.9,0.48
2025-02-19 15:00:00,45.37,26.1,11.35,0.35,2.18,23.48,0.4
2025-02-19 16:00:00,52.62,19.17,10.77,0.39,2.07,26.55,0.36
2025-02-19 17:00:00,52.62,20.0,11.22,0.33,1.96,23.51,0.42
2025-02-19 18:00:00,43.87,18.85,12.06,0.36,2.03,25.76,0.45
2025-02-19 19:00:00,41.52,25.48,10.57,0.3,2.24,25.99,0.42
2025-02-19 20:00:00,50.89,0.0,12.01,0.38,2.3,23.69,0.35
2025-02-19 21:00:00,42.94,0.0,10.32,0.37,2.33,22.85,0.36
2025-02-19 22:00:00,45.46,0.0,12.3,0.34,2.14,22.86,0.36
2025-02-19 23:00:00,52.86,0.0,12.37,0.3,2.33,25.87,0.48
2025-02-20 00:00:00,45.5,0.0,11.36,0.37,2.21,23.36,0.34
2025-02-20 01:00:00,43.47,0.0,11.78,0.33,2.21,27.54,0.35
2025-02-20 02:00:00,48.51,0.0,11.19,0.42,2.0,26.14,0.48
2025-02-20 03:00:00,52.28,0.0,11.73,0.37,2.19,27.03,0.43
2025-02-20 04:00:00,39.63,0.0,12.3,0.4,2.22,23.74,0.45
2025-02-20 05:00:00,44.65,0.0,11.66,0.31,2.21,27.68,0.34
2025-02-20 06:00:00,52.73,19.83,11.11,0.42,2.26,25.51,0.46
2025-02-20 07:00:00,51.36,25.61,11.1,0.34,2.21,26.72,0.46
2025-02-20 08:00:00,50.24,22.52,11.17,0.42,1.98,25.39,0.34
2025-02-20 09:00:00,43.7,24.49,11.02,0.35,2.22,24.61,0.41
2025-02-20 10:00:00,42.49,22.03,11.03,0.33,1.96,25.69,0.45
2025-02-20 11:00:00,47.78,19.88,11.24,0.35,2.3,25.27,0.42
2025-02-20 12:00:00,39.56,27.2,10.96,0.35,2.1,25.57,0.43
2025-02-20 13:00:00,47.62,23.16,11.92,0.42,2.23,27.46,0.34
2025-02-20 14:00:00,41.91,18.81,10.21,0.39,2.31,23.88,0.49
2025-02-20 15:00:00,40.04,21.56,12.3,0.35,1.97,25.1,0.38
2025-02-20 16:00:00,43.15,20.79,10.88,0.41,2.16,24.22,0.44
2025-02-20 17:00:00,49.11,19.64,10.81,0.36,1.98,23.56,0.45
2025-02-20 18:00:00,41.72,26.83,11.38,0.4,1.97,25.51,0.38
2025-02-20 19:00:00,52.53,26.31,11.28,0.42,2.16,22.87,0.44
2025-02-20 20:00:00,52.37,0.0,11.55,0.42,2.3,23.8,0.37
2025-02-20 21:00:00,47.66,0.0,11.12,0.42,2.31,24.43,0.38
2025-02-20 22:00:00,50.0,0.0,10.81,0.42,2.11,26.01,0.35
2025-02-20 23:00:00,47.84,0.0,11.21,0.38,2.0,26.36,0.48
2025-02-21 00:00:00,42.2,0.0,10.4,0.3,2.2,25.71,0.43
2025-02-21 01:00:00,42.41,0.0,11.07,0.38,2.14,27.63,0.36
2025-02-21 02:00:00,48.82,0.0,11.1,0.36,2.23,26.14,0.5
2025-02-21 03:00:00,40.98,0.0,10.42,0.4,2.17,24.03,0.35
2025-02-21 04:00:00,40.39,0.0,12.21,0.32,2.06,23.79,0.4
2025-02-21 05:00:00,40.17,0.0,11.36,0.31,2.27,23.83,0.43
2025-02-21 06:00:00,51.38,20.96,11.66,0.37,2.06,24.33,0.45
2025-02-21 07:00:00,52.96,26.29,11.69,0.38,2.24,24.99,0.35
2025-02-21 08:00:00,46.98,17.72,12.36,0.32,2.22,23.66,0.43
2025-02-21 09:00:00,40.54,20.38,11.21,0.41,2.07,26.0,0.47
2025-02-21 10:00:00,52.03,17.99,10.72,0.36,1.99,27.65,0.49
2025-02-21 11:00:00,46.68,24.01,12.09,0.37,2.19,23.1,0.46
2025-02-21 12:00:00,40.97,18.51,12.06,0.41,2.23,22.84,0.39
2025-02-21 13:00:00,42.85,25.96,11.0,0.31,2.33,25.44,0.39
2025-02-21 14:00:00,44.7,23.97,11.2,0.38,2.15,27.28,0.42
2025-02-21 15:00:00,52.93,17.79,12.12,0.33,2.32,23.24,0.47
2025-02-21 16:00:00,44.47,24.65,12.18,0.42,2.27,26.63,0.39
2025-02-21 17:00:00,40.32,26.12,11.1,0.32,2.22,24.4,0.5
2025-02-21 18:00:00,48.07,24.11,12.05,0.32,2.29,27.3,0.42
2025-02-21 19:00:00,47.59,17.81,11.92,0.32,2.14,24.66,0.36
2025-02-21 20:00:00,44.29,0.0,10.34,0.3,1.98,27.5,0.43
2025-02-21 21:00:00,52.57,0.0,11.17,0.34,2.14,24.87,0.35
2025-02-21 22:00:00,48.07,0.0,10.68,0.39,2.2,23.42,0.35
2025-02-21 23:00:00,50.01,0.0,11.23,0.3,2.35,22.94,0.45
2025-02-22 00:00:00,52.82,0.0,10.73,0.32,1.98,24.18,0.35
2025-02-22 01:00:00,48.78,0.0,10.33,0.37,2.35,26.75,0.44
2025-02-22 02:00:00,43.44,0.0,11.6,0.37,2.11,23.31,0.48
2025-02-22 03:00:00,45.43,0.0,10.63,0.35,2.1,26.82,0.46
2025-02-22 04:00:00,49.85,0.0,10.21,0.36,2.13,22.75,0.38
2025-02-22 05:00:00,49.72,0.0,10.5,0.38,2.02,22.71,0.38
2025-02-22 06:00:00,52.71,26.61,12.0,0.44,2.13,23.21,0.43
2025-02-22 07:00:00,45.49,20.56,12.1,0.31,2.13,23.41,0.39
2025-02-22 08:00:00,49.41,22.58,11.27,0.35,2.09,24.97,0.47
2025-02-22 09:00:00,51.55,18.82,12.35,0.41,2.06,26.12,0.41
2025-02-22 10:00:00,42.73,26.52,12.09,0.3,2.31,24.98,0.44
2025-02-22 11:00:00,48.33,25.0,12.21,0.39,2.19,22.99,0.42
2025-02-22 12:00:00,41.28,26.74,11.86,0.37,2.22,22.86,0.35
2025-02-22 13:00:00,49.12,24.33,10.35,0.31,1.93,27.47,0.46
2025-02-22 14:00:00,44.09,19.35,10.86,0.35,2.26,25.98,0.37
2025-02-22 15:00:00,41.61,20.58,10.41,0.39,2.25,23.99,0.34
2025-02-22 16:00:00,40.34,22.37,12.38,0.34,2.26,25.8,0.4
2025-02-22 17:00:00,42.05,23.57,10.46,0.39,2.26,25.89,0.43
2025-02-22 18:00:00,39.79,26.76,12.38,0.41,2.05,27.59,0.44
2025-02-22 19:00:00,47.26,21.34,11.88,0.42,2.21,23.3,0.39
2025-02-22 20:00:00,52.05,0.0,10.7,0.35,2.11,24.86,0.44
2025-02-22 21:00:00,52.25,0.0,10.73,0.31,2.01,27.12,0.44
2025-02-22 22:00:00,43.16,0.0,12.04,0.42,2.29,27.28,0.38
2025-02-22 23:00:00,49.65,0.0,11.23,0.42,2.24,26.56,0.45
2025-02-23 00:00:00,41.66,0.0,11.42,0.44,2.33,22.87,0.36
2025-02-23 01:00:00,41.03,0.0,11.83,0.42,2.02,25.2,0.48
2025-02-23 02:00:00,49.34,0.0,11.42,0.38,2.14,24.15,0.43
2025-02-23 03:00:00,48.74,0.0,12.17,0.39,2.25,23.46,0.41
2025-02-23 04:00:00,39.33,0.0,10.75,0.4,2.35,23.15,0.4
2025-02-23 05:00:00,50.28,0.0,10.65,0.38,2.24,25.75,0.37
2025-02-23 06:00:00,44.12,25.63,11.96,0.38,1.93,26.48,0.34
2025-02-23 07:00:00,49.52,18.44,10.65,0.44,2.08,24.3,0.36
2025-02-23 08:00:00,43.43,27.5,12.17,0.44,2.08,24.91,0.46
2025-02-23 09:00:00,51.47,23.55,11.53,0.35,2.1,26.15,0.34
2025-02-23 10:00:00,47.78,26.04,10.99,0.41,1.97,25.61,0.42
2025-02-23 11:00:00,48.09,18.17,10.33,0.38,2.17,25.48,0.44
2025-02-23 12:00:00,48.56,21.39,12.01,0.34,2.28,25.16,0.35
2025-02-23 13:00:00,40.01,24.2,10.94,0.41,2.23,26.62,0.42
2025-02-23 14:00:00,45.3,18.56,10.52,0.34,2.11,23.1,0.37
2025-02-23 15:00:00,47.48,22.39,11.85,0.44,2.33,25.89,0.41
2025-02-23 16:00:00,48.01,21.93,11.97,0.31,2.1,26.88,0.4
2025-02-23 17:00:00,47.12,19.66,11.52,0.32,2.08,24.34,0.34
2025-02-23 18:00:00,39.54,20.5,12.07,0.34,2.15,24.16,0.49
2025-02-23 19:00:00,42.79,27.17,11.16,0.43,2.29,23.59,0.47
2025-02-23 20:00:00,45.54,0.0,11.28,0.32,1.96,26.32,0.42
2025-02-23 21:00:00,45.25,0.0,11.84,0.41,1.99,25.72,0.36
2025-02-23 22:00:00,49.6,0.0,11.68,0.44,1.96,22.94,0.38
2025-02-23 23:00:00,42.83,0.0,10.75,0.43,2.03,24.02,0.46
2025-02-24 00:00:00,45.43,0.0,11.95,0.31,2.13,22.82,0.35
2025-02-24 01:00:00,51.75,0.0,10.5,0.37,2.1,24.4,0.49
2025-02-24 02:00:00,39.51,0.0,11.69,0.44,2.17,27.37,0.34
2025-02-24 03:00:00,45.0,0.0,10.78,0.4,2.35,23.94,0.45
2025-02-24 04:00:00,41.95,0.0,11.47,0.36,2.34,25.72,0.39
2025-02-24 05:00:00,40.78,0.0,10.53,0.33,2.03,26.94,0.43
2025-02-24 06:00:00,46.45,23.52,10.45,0.42,2.24,22.99,0.45
2025-02-24 07:00:00,46.73,18.02,10.37,0.36,2.13,23.49,0.49
2025-02-24 08:00:00,50.97,21.47,11.7,0.36,2.1,25.93,0.43
2025-02-24 09:00:00,40.07,18.24,11.35,0.42,2.12,22.91,0.47
2025-02-24 10:00:00,41.99,24.99,10.77,0.32,2.07,26.46,0.42
2025-02-24 11:00:00,42.04,18.14,12.18,0.43,2.3,23.86,0.41
2025-02-24 12:00:00,52.83,19.36,11.94,0.3,1.95,24.99,0.49
2025-02-24 13:00:00,46.66,21.67,11.32,0.31,2.21,26.79,0.4
2025-02-24 14:00:00,49.94,22.13,12.37,0.33,2.15,24.1,0.47
2025-02-24 15:00:00,47.2,21.56,11.62,0.41,2.1,27.26,0.43
2025-02-24 16:00:00,41.39,22.13,11.76,0.41,2.06,26.97,0.49
2025-02-24 17:00:00,43.04,24.63,12.41,0.32,2.01,23.58,0.49
2025-02-24 18:00:00,48.26,21.19,10.53,0.36,2.19,23.07,0.48
2025-02-24 19:00:00,50.32,22.98,11.33,0.44,2.1,27.61,0.45
2025-02-24 20:00:00,47.99,0.0,10.56,0.43,2.11,23.47,0.34
2025-02-24 21:00:00,46.95,0.0,11.38,0.4,2.31,23.05,0.46
2025-02-24 22:00:00,41.8,0.0,12.13,0.42,2.16,26.23,0.39
2025-02-24 23:00:00,45.72,0.0,12.05,0.36,2.08,25.14,0.48
2025-02-25 00:00:00,43.84,0.0,10.58,0.4,2.28,23.16,0.38
2025-02-25 01:00:00,41.17,0.0,10.98,0.36,2.25,25.93,0.44
2025-02-25 02:00:00,44.08,0.0,12.09,0.37,2.35,25.85,0.36
2025-02-25 03:00:00,48.56,0.0,10.92,0.4,1.96,23.53,0.48
2025-02-25 04:00:00,42.35,0.0,12.08,0.34,2.2,26.15,0.42
2025-02-25 05:00:00,43.43,0.0,10.67,0.3,2.06,25.94,0.49
2025-02-25 06:00:00,51.26,19.71,11.92,0.41,2.21,23.96,0.49
2025-02-25 07:00:00,48.49,21.36,11.46,0.31,2.12,24.97,0.48
2025-02-25 08:00:00,46.77,23.75,11.05,0.44,1.97,24.78,0.34
2025-02-25 09:00:00,49.44,17.79,12.27,0.34,2.29,24.12,0.49
2025-02-25 10:00:00,49.64,21.87,12.01,0.3,2.34,26.31,0.39
2025-02-25 11:00:00,50.68,23.49,10.83,0.43,1.97,26.2,0.43
2025-02-25 12:00:00,40.54,27.17,10.74,0.3,2.13,24.17,0.44
2025-02-25 13:00:00,43.32,26.27,10.87,0.41,1.95,27.2,0.48
2025-02-25 14:00:00,48.44,20.31,11.53,0.43,2.01,23.05,0.38
2025-02-25 15:00:00,50.2,22.57,10.27,0.38,2.35,26.96,0.42
2025-02-25 16:00:00,40.09,18.06,12.07,0.38,1.98,23.13,0.49
2025-02-25 17:00:00,48.46,19.91,12.07,0.43,2.17,25.26,0.41
2025-02-25 18:00:00,43.59,25.25,11.17,0.41,2.18,27.15,0.41
2025-02-25 19:00:00,47.6,18.73,11.62,0.38,2.23,23.85,0.42
2025-02-25 20:00:00,40.65,0.0,11.06,0.37,2.21,27.44,0.44
2025-02-25 21:00:00,49.49,0.0,11.33,0.39,1.96,23.93,0.4
2025-02-25 22:00:00,45.74,0.0,10.29,0.32,2.04,27.54,0.39
2025-02-25 23:00:00,45.87,0.0,10.63,0.39,2.05,23.7,0.42
2025-02-26 00:00:00,39.28,0.0,10.21,0.33,1.94,23.2,0.39
2025-02-26 01:00:00,50.31,0.0,11.48,0.37,2.05,27.34,0.4
2025-02-26 02:00:00,40.41,0.0,11.59,0.31,2.07,25.21,0.48
2025-02-26 03:00:00,46.03,0.0,11.78,0.44,1.98,24.04,0.4
2025-02-26 04:00:00,45.04,0.0,11.12,0.43,2.23,25.71,0.39
2025-02-26 05:00:00,50.6,0.0,12.35,0.42,1.93,25.86,0.34
2025-02-26 06:00:00,42.77,25.84,10.32,0.39,2.22,23.23,0.4
2025-02-26 07:00:00,45.52,22.14,11.02,0.31,2.11,26.43,0.35
2025-02-26 08:00:00,40.31,18.1,10.99,0.44,2.21,26.07,0.4
2025-02-26 09:00:00,47.42,20.25,10.21,0.39,2.32,25.74,0.48
2025-02-26 10:00:00,49.22,19.79,10.46,0.43,1.95,25.34,0.36
2025-02-26 11:00:00,39.37,26.37,11.14,0.34,2.13,25.56,0.34
2025-02-26 12:00:00,40.91,23.97,11.45,0.35,2.24,25.94,0.48
2025-02-26 13:00:00,48.79,23.1,11.16,0.4,2.04,24.19,0.47
2025-02-26 14:00:00,45.38,22.57,12.0,0.42,2.29,27.27,0.41
2025-02-26 15:00:00,43.62,24.0,11.51,0.35,2.18,26.2,0.45
2025-02-26 16:00:00,44.39,25.05,10.57,0.36,1.99,27.13,0.39
2025-02-26 17:00:00,41.34,23.04,10.25,0.39,2.2,24.37,0.35
2025-02-26 18:00:00,44.87,26.88,10.89,0.4,2.19,24.49,0.37
2025-02-26 19:00:00,52.88,27.27,11.22,0.4,1.99,25.1,0.34
2025-02-26 20:00:00,46.2,0.0,12.37,0.35,1.94,22.81,0.4
2025-02-26 21:00:00,41.42,0.0,10.24,0.41,2.12,24.11,0.49
2025-02-26 22:00:00,40.81,0.0,12.35,0.34,2.31,25.69,0.47
2025-02-26 23:00:00,52.82,0.0,10.84,0.44,2.09,24.59,0.39
2025-02-27 00:00:00,46.7,0.0,10.54,0.38,2.16,26.49,0.48
2025-02-27 01:00:00,45.3,0.0,10.87,0.33,2.01,22.94,0.39
2025-02-27 02:00:00,42.94,0.0,12.38,0.38,2.07,25.58,0.36
2025-02-27 03:00:00,45.35,0.0,11.61,0.37,2.1,27.66,0.48
2025-02-27 04:00:00,47.83,0.0,11.48,0.39,2.01,24.64,0.34
2025-02-27 05:00:00,45.78,0.0,11.42,0.33,2.34,27.23,0.46
2025-02-27 06:00:00,46.58,20.84,12.16,0.32,2.26,23.28,0.47
2025-02-27 07:00:00,43.02,25.17,12.17,0.44,1.99,24.98,0.5
2025-02-27 08:00:00,45.89,19.83,12.14,0.38,2.09,24.09,0.37
2025-02-27 09:00:00,49.75,22.28,11.06,0.37,2.14,25.56,0.48
2025-02-27 10:00:00,52.77,23.15,11.11,0.42,2.25,25.54,0.5
2025-02-27 11:00:00,41.98,23.54,10.44,0.42,2.11,26.92,0.49
2025-02-27 12:00:00,40.07,26.86,12.19,0.36,2.14,25.81,0.49
2025-02-27 13:00:00,39.47,24.11,11.27,0.4,2.24,26.14,0.36
2025-02-27 14:00:00,43.35,25.36,11.0,0.42,2.05,23.71,0.5
2025-02-27 15:00:00,39.33,23.32,12.45,0.4,2.28,24.14,0.34
2025-02-27 16:00:00,49.41,25.84,12.08,0.41,1.99,26.45,0.47
2025-02-27 17:00:00,48.32,20.14,11.92,0.42,2.19,23.1,0.42
2025-02-27 18:00:00,40.28,19.6,11.11,0.36,1.95,24.41,0.35
2025-02-27 19:00:00,50.39,26.76,12.33,0.31,2.33,25.28,0.39
2025-02-27 20:00:00,40.27,0.0,11.32,0.41,2.23,22.91,0.35
2025-02-27 21:00:00,44.78,0.0,10.86,0.33,2.05,26.7,0.49
2025-02-27 22:00:00,44.81,0.0,12.24,0.34,2.13,23.79,0.44
2025-02-27 23:00:00,52.75,0.0,11.55,0.35,2.2,23.27,0.49
2025-02-28 00:00:00,46.17,0.0,11.21,0.38,2.19,23.01,0.45
2025-02-28 01:00:00,42.55,0.0,11.8,0.42,2.27,25.43,0.42
2025-02-28 02:00:00,41.18,0.0,11.94,0.34,2.14,24.08,0.36
2025-02-28 03:00:00,47.92,0.0,10.31,0.41,2.06,22.65,0.42
2025-02-28 04:00:00,39.85,0.0,10.81,0.4,1.95,26.88,0.34
2025-02-28 05:00:00,42.62,0.0,11.87,0.34,1.97,24.47,0.38
2025-02-28 06:00:00,50.87,27.07,10.9,0.41,2.31,24.84,0.49
2025-02-28 07:00:00,44.43,24.02,12.37,0.31,2.22,25.14,0.4
2025-02-28 08:00:00,47.96,26.34,11.78,0.3,2.0,26.24,0.45
2025-02-28 09:00:00,52.57,23.06,11.91,0.44,2.23,24.15,0.35
2025-02-28 10:00:00,50.02,23.77,11.65,0.3,2.08,27.47,0.42
2025-02-28 11:00:00,45.19,18.2,11.22,0.33,2.08,24.51,0.34
2025-02-28 12:00:00,49.83,18.83,11.13,0.42,2.29,23.72,0.45
2025-02-28 13:00:00,45.74,23.3,12.18,0.33,2.22,25.71,0.39
2025-02-28 14:00:00,41.09,21.46,11.66,0.41,2.06,25.9,0.4
2025-02-28 15:00:00,49.07,25.49,10.64,0.43,2.05,24.5,0.35
2025-02-28 16:00:00,40.75,22.93,11.36,0.34,2.28,22.73,0.4
2025-02-28 17:00:00,43.87,26.32,10.23,0.31,2.1,25.13,0.4
2025-02-28 18:00:00,46.55,27.22,11.54,0.3,2.12,27.5,0.42
2025-02-28 19:00:00,48.58,18.98,10.89,0.41,2.26,25.28,0.5
2025-02-28 20:00:00,40.94,0.0,10.23,0.41,2.27,23.26,0.38
2025-02-28 21:00:00,39.45,0.0,10.85,0.41,2.15,24.41,0.4
2025-02-28 22:00:00,39.22,0.0,10.87,0.39,2.34,26.92,0.34
2025-02-28 23:00:00,51.64,0.0,11.96,0.41,2.12,24.66,0.39
2025-03-01 00:00:00,36.47,0.0,10.7,0.33,2.13,26.42,0.42
2025-03-01 01:00:00,36.37,0.0,12.36,0.44,2.26,27.64,0.43
2025-03-01 02:00:00,47.75,0.0,10.36,0.35,2.02,23.64,0.36
2025-03-01 03:00:00,43.47,0.0,11.96,0.38,1.99,26.74,0.44
2025-03-01 04:00:00,40.52,0.0,11.71,0.33,2.07,27.27,0.38
2025-03-01 05:00:00,41.55,0.0,12.2,0.4,1.95,23.39,0.34
2025-03-01 06:00:00,43.58,27.23,11.2,0.32,2.34,25.32,0.38
2025-03-01 07:00:00,41.94,27.73,11.73,0.31,2.04,26.72,0.41
2025-03-01 08:00:00,42.52,24.04,11.17,0.3,2.0,24.9,0.37
2025-03-01 09:00:00,36.27,32.66,12.1,0.44,2.27,26.95,0.38
2025-03-01 10:00:00,47.72,30.83,10.63,0.44,2.35,26.24,0.5
2025-03-01 11:00:00,42.8,29.92,10.78,0.36,2.18,23.02,0.44
2025-03-01 12:00:00,47.98,33.23,10.62,0.41,2.31,27.4,0.5
2025-03-01 13:00:00,42.2,25.04,12.4,0.41,2.0,25.05,0.46
2025-03-01 14:00:00,38.75,22.54,11.64,0.39,2.0,25.5,0.47
2025-03-01 15:00:00,41.92,31.71,10.22,0.3,2.08,27.32,0.37
2025-03-01 16:00:00,43.62,33.83,10.69,0.34,2.29,26.32,0.35
2025-03-01 17:00:00,41.03,28.66,10.25,0.37,2.21,23.25,0.38
2025-03-01 18:00:00,40.64,22.26,12.27,0.44,1.95,26.48,0.4
2025-03-01 19:00:00,40.58,31.14,11.9,0.43,2.33,25.56,0.4
2025-03-01 20:00:00,45.55,0.0,10.76,0.38,2.08,25.96,0.38
2025-03-01 21:00:00,38.05,0.0,12.27,0.31,2.14,23.76,0.34
2025-03-01 22:00:00,36.09,0.0,10.58,0.42,2.05,27.44,0.43
2025-03-01 23:00:00,41.13,0.0,11.5,0.37,2.25,24.08,0.4
2025-03-02 00:00:00,46.89,0.0,12.33,0.43,2.11,26.58,0.42
2025-03-02 01:00:00,41.9,0.0,10.65,0.38,2.01,24.32,0.48
2025-03-02 02:00:00,38.25,0.0,10.35,0.31,2.33,25.2,0.4
2025-03-02 03:00:00,45.84,0.0,12.08,0.35,2.22,26.53,0.45
2025-03-02 04:00:00,37.55,0.0,12.17,0.38,2.05,24.79,0.34
2025-03-02 05:00:00,37.25,0.0,11.92,0.3,2.1,25.28,0.35
2025-03-02 06:00:00,47.88,28.66,10.7,0.34,2.06,23.81,0.34
2025-03-02 07:00:00,44.81,26.32,12.38,0.33,2.21,26.39,0.48
2025-03-02 08:00:00,40.96,31.07,10.87,0.34,2.23,26.76,0.37
2025-03-02 09:00:00,40.31,23.13,12.23,0.42,2.35,26.45,0.4
2025-03-02 10:00:00,43.07,26.92,11.68,0.31,2.16,26.22,0.36
2025-03-02 11:00:00,45.46,30.14,11.51,0.44,1.94,23.99,0.44
2025-03-02 12:00:00,39.37,26.55,11.81,0.41,1.97,25.24,0.42
2025-03-02 13:00:00,40.29,22.26,12.3,0.42,2.22,26.25,0.41
